Aug 28 14:40:29 hanreybtiz systemd[1]: Started exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Aug 28 14:40:31 hanreybtiz exchanger-camunda-worker[3406]: 2025-08-28 14:40:31 | INFO     | __main__:main:75 | ============================================================
Oct 14 11:41:06 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 11:41:06 | INFO     | camunda_worker:_extract_response_data:536 | Извлечены данные задачи Bitrix24: ID=None, Title=None
Oct 14 11:41:06 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 11:41:06 | INFO     | camunda_worker:_process_response_message:477 | Задача eef98bb4-a8d4-11f0-b47d-00b436387543 не требует ответа от пользователя (ufResultExpected: None), пропускаем установку переменной Activity_00royvi
Oct 14 11:41:06 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 11:41:06 | INFO     | camunda_worker:_check_response_queue:315 | Обработано 2 ответов из очереди
Oct 14 11:41:31 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 11:41:31 | INFO     | camunda_worker:_process_task:251 | Задача aba38e1d-a8f2-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 14 12:16:52 hanreybtiz systemd[1]: Stopping exchanger-camunda-worker.service - Exchanger.py - Camunda Worker...
Oct 14 12:16:52 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:16:52 | INFO     | camunda_worker:_signal_handler:93 | Получен сигнал 15, завершение работы...
Oct 14 12:16:52 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:16:52 | INFO     | camunda_worker:shutdown:734 | Завершение работы Universal Camunda Worker...
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика op_create_task завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика email_notify завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика send_telegram завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика create_user завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика user_management завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика openproject завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика yandex_disk завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика data_processing завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика op_create_milestone завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix_create_contact завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика send_email завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика telegram_notify завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c_create_counterparty завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c_sync_data завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c_update_document завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика op_update_task завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix_update_deal завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика create_yandex_file завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика python завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика op_create_project завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix_create_deal завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика file_processing завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix_update_task завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c_create_document завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix24 завершен
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | rabbitmq_client:disconnect:250 | Соединение с RabbitMQ закрыто
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:shutdown:749 | Финальная статистика - Uptime: 28010s | Обработано: 4 | Успешно: 4 | Ошибки: 0
Oct 14 12:17:02 hanreybtiz exchanger-camunda-worker[593878]: 2025-10-14 12:17:02 | INFO     | camunda_worker:shutdown:756 | Universal Worker завершен
Oct 14 12:17:02 hanreybtiz systemd[1]: exchanger-camunda-worker.service: Deactivated successfully.
Oct 14 12:17:02 hanreybtiz systemd[1]: Stopped exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Oct 14 12:17:02 hanreybtiz systemd[1]: exchanger-camunda-worker.service: Consumed 1min 10.716s CPU time, 15.1M memory peak, 0B memory swap peak.
Oct 14 12:17:02 hanreybtiz systemd[1]: Started exchanger-camunda-worker.service - Exchanger.py - Camunda Worker.
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:75 | ============================================================
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:76 | UNIVERSAL CAMUNDA WORKER (INTEGRATED MODE)
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:77 | ============================================================
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:78 | Версия: 2.1.0
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:79 | Автор: EG-Holding
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:80 | Режим: Интегрированная обработка задач и ответов
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:81 | ============================================================
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:run_worker:93 | Запуск Universal Camunda Worker...
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:initialize:100 | Инициализация Universal Camunda Worker...
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:106 | Universal Camunda Worker запущен
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:107 | - External Tasks: обработка задач из Camunda
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:108 | - Response Processing: встроенная обработка ответов из RabbitMQ
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:109 | - Heartbeat Interval: 10s
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | __main__:main:110 | Нажмите Ctrl+C для завершения
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | rabbitmq_client:connect:44 | Подключение к RabbitMQ успешно: rmq.eg-holding.ru:5672
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | bpmn_metadata_cache:__init__:52 | Инициализирован BPMN Metadata Cache (max_size=150, ttl=24h)
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:initialize:154 | Инициализация завершена успешно
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:659 | Запуск Universal Camunda Worker...
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:665 | Запуск обработки 27 топиков: ['bitrix24', 'bitrix_create_task', 'bitrix_update_task', 'bitrix_create_deal', 'bitrix_update_deal', 'bitrix_create_contact', 'openproject', 'op_create_project', 'op_create_task', 'op_update_task', 'op_create_milestone', '1c', '1c_create_document', '1c_update_document', '1c_create_counterparty', '1c_sync_data', 'python', 'send_email', 'send_telegram', 'telegram_notify', 'email_notify', 'create_yandex_file', 'yandex_disk', 'create_user', 'user_management', 'file_processing', 'data_processing']
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix24
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix24
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix_create_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix_create_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix_update_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix_update_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix_create_deal
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix_create_deal
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix_update_deal
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix_update_deal
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: bitrix_create_contact
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: bitrix_create_contact
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: openproject
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: openproject
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: op_create_project
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: op_create_project
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: op_create_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: op_create_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: op_update_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: op_update_task
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: op_create_milestone
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: op_create_milestone
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: 1c
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: 1c
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: 1c_create_document
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: 1c_create_document
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: 1c_update_document
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: 1c_update_document
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: 1c_create_counterparty
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: 1c_create_counterparty
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: 1c_sync_data
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: 1c_sync_data
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: python
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: python
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: send_email
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: send_email
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: send_telegram
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: send_telegram
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: telegram_notify
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: telegram_notify
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: email_notify
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: email_notify
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: create_yandex_file
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: create_yandex_file
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: yandex_disk
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: yandex_disk
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: create_user
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: create_user
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: user_management
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: user_management
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: file_processing
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: file_processing
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:_fetch_and_process_loop:163 | Запущен поток для топика: data_processing
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:677 | Запущен поток для топика: data_processing
Oct 14 12:17:05 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 12:17:05 | INFO     | camunda_worker:start:688 | Worker запущен и ожидает задачи...
Oct 14 15:41:17 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:41:17 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:119 | Загрузка BPMN XML для процесса: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543
Oct 14 15:41:17 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:41:17 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:131 | Успешно загружен BPMN XML для процесса: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543 (4492 символов)
Oct 14 15:41:17 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:41:17 | INFO     | bpmn_metadata_cache:_parse_bpmn_metadata:227 | Извлечены метаданные для 2 активностей
Oct 14 15:41:17 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:41:17 | INFO     | bpmn_metadata_cache:_save_to_cache:251 | Сохранен в кэш: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543 (2 активностей)
Oct 14 15:41:17 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:41:17 | INFO     | camunda_worker:_process_task:251 | Задача 39529997-a914-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 14 15:43:19 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 15:43:19 | INFO     | camunda_worker:_process_task:251 | Задача 820f349c-a914-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 14 18:05:22 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-14 18:05:22 | INFO     | camunda_worker:_process_task:251 | Задача 49c44246-a928-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 15 03:21:03 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 03:21:03 | INFO     | camunda_worker:_process_task:251 | Задача fadc88f1-a975-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 15 08:45:40 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 08:45:40 | INFO     | camunda_worker:_process_task:251 | Задача 54201fa5-a9a3-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 15 08:54:44 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 08:54:44 | INFO     | camunda_worker:_process_task:251 | Задача 98774846-a9a4-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 15 16:37:59 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:37:59 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:119 | Загрузка BPMN XML для процесса: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543
Oct 15 16:37:59 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:37:59 | INFO     | bpmn_metadata_cache:_fetch_bpmn_xml:131 | Успешно загружен BPMN XML для процесса: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543 (4492 символов)
Oct 15 16:37:59 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:37:59 | INFO     | bpmn_metadata_cache:_parse_bpmn_metadata:227 | Извлечены метаданные для 2 активностей
Oct 15 16:37:59 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:37:59 | INFO     | bpmn_metadata_cache:_save_to_cache:251 | Сохранен в кэш: Process_1d4oa6g46:4:e7de2697-a7ff-11f0-b47d-00b436387543 (2 активностей)
Oct 15 16:37:59 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:37:59 | INFO     | camunda_worker:_process_task:251 | Задача 47b03325-a9e5-11f0-b47d-00b436387543 отправлена в bitrix24, ожидает ответа
Oct 15 16:49:13 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:49:13 | ERROR    | camunda_worker:_fetch_and_process_loop:192 | Ошибка в цикле обработки топика 1c_create_counterparty: HTTPSConnectionPool(host='camunda.eg-holding.ru', port=443): Max retries exceeded with url: /engine-rest/external-task/fetchAndLock (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_DECODE_ERROR] tlsv1 alert decode error (_ssl.c:1000)')))
Oct 15 16:49:13 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-15 16:49:13 | WARNING  | camunda_worker:_fetch_and_process_loop:200 | Пауза 5s после ошибки для топика 1c_create_counterparty
Oct 16 05:45:34 hanreybtiz systemd[1]: Stopping exchanger-camunda-worker.service - Exchanger.py - Camunda Worker...
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_signal_handler:93 | Получен сигнал 15, завершение работы...
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:shutdown:734 | Завершение работы Universal Camunda Worker...
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика bitrix24 завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика send_email завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика create_user завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика file_processing завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика telegram_notify завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика 1c завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика data_processing завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика python завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика create_yandex_file завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика user_management завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика op_create_milestone завершен
Oct 16 05:45:34 hanreybtiz exchanger-camunda-worker[692431]: 2025-10-16 05:45:34 | INFO     | camunda_worker:_fetch_and_process_loop:203 | Поток для топика email_notify завершен
